images_seen,value
0,2.616718053817749
256,2.5716617107391357
512,2.672224521636963
768,2.5191586017608643
1024,2.6318817138671875
1280,2.590019702911377
1536,2.7615621089935303
1792,2.6051549911499023
2048,2.5471508502960205
2304,2.596259832382202
2560,2.5492725372314453
2816,2.5352139472961426
3072,2.1639647483825684
3328,2.33544921875
3584,2.4039227962493896
3840,2.3256072998046875
4096,2.562725305557251
4352,2.4592125415802
4608,2.3793764114379883
4864,2.4521381855010986
5120,2.2268428802490234
5376,2.45532488822937
5632,2.2766330242156982
5888,2.160815715789795
6144,2.2786879539489746
6400,2.4478983879089355
6656,2.2491509914398193
6912,2.2338130474090576
7168,2.240802049636841
7315,1.9880216121673584
7571,2.088141918182373
7827,2.174269199371338
8083,1.9697312116622925
8339,2.0615177154541016
8595,2.194477081298828
8851,2.175542116165161
9107,1.9433999061584473
9363,2.0827324390411377
9619,2.0393409729003906
9875,1.9667266607284546
10131,2.1996231079101562
10387,2.230151414871216
10643,1.9226458072662354
10899,1.9894071817398071
11155,2.0209944248199463
11411,1.957436203956604
11667,1.8867838382720947
11923,2.0492398738861084
12179,1.848131537437439
12435,2.110957384109497
12691,1.992507815361023
12947,1.9664034843444824
13203,1.989917278289795
13459,1.8775445222854614
13715,1.955872654914856
13971,2.127241373062134
14227,1.9144902229309082
14483,1.8816769123077393
14630,1.7719131708145142
14886,1.6719517707824707
15142,1.7716591358184814
15398,1.6859389543533325
15654,1.754574179649353
15910,1.7915270328521729
16166,1.7487906217575073
16422,1.9060297012329102
16678,1.7761740684509277
16934,1.752856731414795
17190,1.5958226919174194
17446,1.8634577989578247
17702,1.7788127660751343
17958,1.7800838947296143
18214,1.7164512872695923
18470,1.7949570417404175
18726,1.5620061159133911
18982,1.8672269582748413
19238,1.8389979600906372
19494,1.6363133192062378
19750,1.5981006622314453
20006,1.6576168537139893
20262,1.6304128170013428
20518,1.6727956533432007
20774,1.6987279653549194
21030,1.4632437229156494
21286,1.805111050605774
21542,1.6284825801849365
21798,1.8746696710586548
21945,1.4721345901489258
22201,1.571801781654358
22457,1.486142873764038
22713,1.4005053043365479
22969,1.579380989074707
23225,1.4467778205871582
23481,1.4968096017837524
23737,1.5348140001296997
23993,1.644156813621521
24249,1.663041353225708
24505,1.4632554054260254
24761,1.4916534423828125
25017,1.5098376274108887
25273,1.5481703281402588
25529,1.3030802011489868
25785,1.4022209644317627
26041,1.485655665397644
26297,1.5913047790527344
26553,1.469990611076355
26809,1.2591123580932617
27065,1.4415613412857056
27321,1.5275384187698364
27577,1.6572157144546509
27833,1.649375557899475
28089,1.6010963916778564
28345,1.4202158451080322
28601,1.4440679550170898
28857,1.4728302955627441
29113,1.405888557434082
29260,1.4240213632583618
29516,1.575477123260498
29772,1.2797189950942993
30028,1.4072120189666748
30284,1.273146152496338
30540,1.46003258228302
30796,1.3893204927444458
31052,1.2437922954559326
31308,1.2322226762771606
31564,1.3626888990402222
31820,1.276888132095337
32076,1.488222360610962
32332,1.3864192962646484
32588,1.4776842594146729
32844,1.236103892326355
33100,1.3127362728118896
33356,1.317030906677246
33612,1.3389346599578857
33868,1.2762234210968018
34124,1.23435640335083
34380,1.252502679824829
34636,1.2512054443359375
34892,1.318158507347107
35148,1.2035865783691406
35404,1.4549509286880493
35660,1.3864747285842896
35916,1.4264559745788574
36172,1.1631654500961304
36428,1.4374788999557495
36575,1.0838547945022583
36831,1.416529893875122
37087,1.2529077529907227
37343,1.1757091283798218
37599,1.1336957216262817
37855,1.0742080211639404
38111,1.1776865720748901
38367,1.116760492324829
38623,1.121360421180725
38879,1.1881316900253296
39135,1.2113126516342163
39391,1.1416640281677246
39647,1.197880506515503
39903,1.2811589241027832
40159,1.054213047027588
40415,1.1725151538848877
40671,1.3291293382644653
40927,1.211397647857666
41183,1.202338695526123
41439,1.2037723064422607
41695,1.160487413406372
41951,1.2475775480270386
42207,1.2345706224441528
42463,1.0939964056015015
42719,1.138993263244629
42975,1.167924165725708
43231,1.1497215032577515
43487,1.312347650527954
43743,1.1861294507980347
43890,1.1135039329528809
44146,1.1288021802902222
44402,1.0141620635986328
44658,1.168688178062439
44914,0.9859654307365417
45170,0.9893147349357605
45426,0.9826852679252625
45682,1.16434907913208
45938,1.0961722135543823
46194,1.0164347887039185
46450,1.1446559429168701
46706,1.0996956825256348
46962,1.0942769050598145
47218,0.9770002365112305
47474,1.180807113647461
47730,1.0083109140396118
47986,1.1643117666244507
48242,1.0865989923477173
48498,1.1505649089813232
48754,1.020127773284912
49010,1.031217098236084
49266,1.0051089525222778
49522,0.921735405921936
