images_seen,value
0,4.62276554107666
256,4.52932071685791
512,4.703817367553711
768,4.2985663414001465
1024,4.261812686920166
1280,4.89472770690918
1536,4.630882740020752
1792,4.698893070220947
2048,4.096691131591797
2304,3.8170289993286133
2560,3.713468551635742
2816,3.7479307651519775
3072,3.5779929161071777
3328,3.6850738525390625
3584,3.6206769943237305
3840,3.5354881286621094
4096,3.521286964416504
4352,3.3579366207122803
4608,3.302163600921631
4864,3.2182016372680664
5120,3.2637526988983154
5376,3.226811170578003
5632,3.1175177097320557
5888,3.260437250137329
6144,2.9325623512268066
6400,3.176926851272583
6656,2.8201711177825928
6912,2.8502931594848633
7168,3.064608573913574
7315,2.6794323921203613
7571,2.792045831680298
7827,2.9754092693328857
8083,2.6004722118377686
8339,2.64217472076416
8595,2.669811964035034
8851,2.639704465866089
9107,2.560177803039551
9363,2.6125848293304443
9619,2.4650039672851562
9875,2.503453254699707
10131,2.6653385162353516
10387,2.5037646293640137
10643,2.4387903213500977
10899,2.434858798980713
11155,2.5799617767333984
11411,2.3228044509887695
11667,2.5102951526641846
11923,2.363691568374634
12179,2.3282060623168945
12435,2.4331002235412598
12691,2.268873929977417
12947,2.4509172439575195
13203,2.214216709136963
13459,2.3347866535186768
13715,2.1912989616394043
13971,2.0324490070343018
14227,2.2448556423187256
14483,2.3317267894744873
14630,2.2384023666381836
14886,2.1971933841705322
15142,1.967417597770691
15398,1.9308762550354004
15654,1.8822633028030396
15910,1.9725494384765625
16166,1.8216348886489868
16422,1.875173807144165
16678,1.6630648374557495
16934,1.9553507566452026
17190,2.148472547531128
17446,2.198657274246216
17702,1.904191017150879
17958,1.7971152067184448
18214,1.9717974662780762
18470,1.7792022228240967
18726,1.769770860671997
18982,1.7183643579483032
19238,1.8540085554122925
19494,1.8731129169464111
19750,1.7720800638198853
20006,1.7578599452972412
20262,1.8312174081802368
20518,1.8401941061019897
20774,2.0698330402374268
21030,1.8715873956680298
21286,1.6333184242248535
21542,1.667221188545227
21798,1.770202875137329
21945,1.436413288116455
22201,1.6157639026641846
22457,1.360732913017273
22713,1.5859261751174927
22969,1.2291089296340942
23225,1.2014713287353516
23481,1.245574951171875
23737,1.3196048736572266
23993,1.506556749343872
24249,1.448898196220398
24505,1.4349501132965088
24761,1.4991018772125244
25017,1.5983058214187622
25273,1.381548285484314
25529,1.2604866027832031
25785,1.4730908870697021
26041,1.3807272911071777
26297,1.3569490909576416
26553,1.3638046979904175
26809,1.4496519565582275
27065,1.432532787322998
27321,1.3591300249099731
27577,1.5293567180633545
27833,1.1507850885391235
28089,1.3091669082641602
28345,1.232293725013733
28601,1.3684755563735962
28857,1.301833152770996
29113,1.2752662897109985
29260,0.9047366976737976
29516,0.9661891460418701
29772,1.0104738473892212
30028,1.0142115354537964
30284,0.9601601362228394
30540,0.9091569781303406
30796,1.2016983032226562
31052,1.0893516540527344
31308,1.0129886865615845
31564,1.0087929964065552
31820,1.0247026681900024
32076,1.129853367805481
32332,0.9445834755897522
32588,1.0725270509719849
32844,0.9924464821815491
33100,1.0301849842071533
33356,1.0231624841690063
33612,1.0666521787643433
33868,1.0589913129806519
34124,0.9756720066070557
34380,1.12615966796875
34636,0.9272319078445435
34892,1.1948471069335938
35148,1.108852744102478
35404,0.9264248609542847
35660,1.0668487548828125
35916,1.052132487297058
36172,0.9007227420806885
36428,1.1036728620529175
36575,0.9167816638946533
36831,0.7109600901603699
37087,0.7195717096328735
37343,0.6297330260276794
37599,0.8001313209533691
37855,0.5177921652793884
38111,0.6860877871513367
38367,0.6615700125694275
38623,0.601151168346405
38879,0.6353377103805542
39135,0.7435498237609863
39391,0.6596553325653076
39647,0.771842360496521
39903,0.7948246002197266
40159,0.7230753898620605
40415,0.6625908017158508
40671,0.8705906271934509
40927,0.6556571125984192
41183,0.7093966007232666
41439,0.6785295009613037
41695,0.725220799446106
41951,0.7506415843963623
42207,0.7695342898368835
42463,0.6811195015907288
42719,0.5326241850852966
42975,0.745785653591156
43231,0.6784849166870117
43487,0.5487878322601318
43743,0.5748164653778076
43890,0.42619892954826355
44146,0.4207949936389923
44402,0.3741954267024994
44658,0.39020588994026184
44914,0.34063026309013367
45170,0.47958651185035706
45426,0.4567406475543976
45682,0.3349956274032593
45938,0.4480496644973755
46194,0.36827802658081055
46450,0.49942946434020996
46706,0.3790281414985657
46962,0.42755892872810364
47218,0.48028382658958435
47474,0.498735636472702
47730,0.37492865324020386
47986,0.41658204793930054
48242,0.4002240002155304
48498,0.42000824213027954
48754,0.4575585424900055
49010,0.37407636642456055
49266,0.43010419607162476
49522,0.4189055562019348
49778,0.4387011229991913
50034,0.3799694776535034
50290,0.35135364532470703
50546,0.3342035710811615
50802,0.4756176471710205
51058,0.479845255613327
51205,0.3195345401763916
51461,0.31784144043922424
51717,0.2510230243206024
51973,0.3361562490463257
52229,0.2942483127117157
52485,0.21957002580165863
52741,0.21976257860660553
52997,0.21034017205238342
53253,0.18986308574676514
53509,0.190459206700325
53765,0.25751423835754395
54021,0.1867905706167221
54277,0.21728850901126862
54533,0.22694620490074158
54789,0.23626644909381866
55045,0.218338280916214
55301,0.26514753699302673
55557,0.2752951383590698
55813,0.17275476455688477
56069,0.28314992785453796
56325,0.22824989259243011
56581,0.16607776284217834
56837,0.26850536465644836
57093,0.2485295832157135
57349,0.25951066613197327
57605,0.24045659601688385
57861,0.20457325875759125
58117,0.18218080699443817
58373,0.20032787322998047
58520,0.19417712092399597
58776,0.1282830387353897
59032,0.14775432646274567
59288,0.12381831556558609
59544,0.12405157834291458
59800,0.1178833469748497
60056,0.1430361419916153
60312,0.1147640272974968
60568,0.1022038385272026
60824,0.1195027232170105
61080,0.12746277451515198
61336,0.07789887487888336
61592,0.14069052040576935
61848,0.11773718893527985
62104,0.11298810690641403
62360,0.12742339074611664
62616,0.07673545181751251
62872,0.11414295434951782
63128,0.0904913991689682
63384,0.19504070281982422
63640,0.09713522344827652
63896,0.12242813408374786
64152,0.19457125663757324
64408,0.09972203522920609
64664,0.1381649374961853
64920,0.22689177095890045
65176,0.12383262813091278
65432,0.10758954286575317
65688,0.09728695452213287
65835,0.05814537778496742
66091,0.08628638833761215
66347,0.10149188339710236
66603,0.10356897115707397
66859,0.11401310563087463
67115,0.0700429230928421
67371,0.11058344691991806
67627,0.07350850850343704
67883,0.11802458018064499
68139,0.07331588864326477
68395,0.08480890840291977
68651,0.0690554529428482
68907,0.04752662032842636
69163,0.07440141588449478
69419,0.051656268537044525
69675,0.0863954946398735
69931,0.054185494780540466
70187,0.06976328045129776
70443,0.08071570098400116
70699,0.06906316429376602
70955,0.05377574637532234
71211,0.049017924815416336
71467,0.0598481222987175
71723,0.07182386517524719
71979,0.040456414222717285
72235,0.043254196643829346
72491,0.04952259361743927
72747,0.07759152352809906
73003,0.06426102668046951
73150,0.028040822595357895
73406,0.03132059425115585
73662,0.03665437176823616
73918,0.0211983360350132
74174,0.028358424082398415
74430,0.023085972294211388
74686,0.022486647590994835
74942,0.03167078644037247
75198,0.051220182329416275
75454,0.025826675817370415
75710,0.02014564722776413
75966,0.03778141364455223
76222,0.02698493003845215
76478,0.027867339551448822
76734,0.025497721508145332
76990,0.02424590103328228
77246,0.049084361642599106
77502,0.024994874373078346
77758,0.030913569033145905
78014,0.04344957321882248
78270,0.025479666888713837
78526,0.033838529139757156
78782,0.018553325906395912
79038,0.025389816612005234
79294,0.02597980760037899
79550,0.030952343717217445
79806,0.02754361927509308
80062,0.020482704043388367
80318,0.026275115087628365
80465,0.012155194766819477
80721,0.014408651739358902
80977,0.019057918339967728
81233,0.012504558078944683
81489,0.011824648827314377
81745,0.019627556204795837
82001,0.012820055708289146
82257,0.01689002476632595
82513,0.015986723825335503
82769,0.012936203740537167
83025,0.02017062157392502
83281,0.014427737332880497
83537,0.011625544168055058
83793,0.012256407178938389
84049,0.04277238994836807
84305,0.020063580945134163
84561,0.014009343460202217
84817,0.013264508917927742
85073,0.05652523413300514
85329,0.01616179198026657
85585,0.022319326177239418
85841,0.020088210701942444
86097,0.03181852027773857
86353,0.014179633930325508
86609,0.015141583979129791
86865,0.019187305122613907
87121,0.014706295914947987
87377,0.015015916898846626
87633,0.012972922995686531
