images_seen,value
0,4.738166332244873
256,4.124602317810059
512,3.5466582775115967
768,3.42547607421875
1024,3.624908208847046
1280,3.140357494354248
1536,3.321150302886963
1792,3.183197021484375
2048,3.057934045791626
2304,2.8666720390319824
2560,3.033646583557129
2816,3.1784701347351074
3072,2.7759673595428467
3328,2.7085213661193848
3584,2.835278034210205
3840,2.805220603942871
4096,2.890364408493042
4352,2.7715961933135986
4608,2.748849630355835
4864,2.4376602172851562
5120,2.518436908721924
5376,2.4156739711761475
5632,2.546590566635132
5888,2.656862258911133
6144,2.511542320251465
6400,2.5391736030578613
6656,2.4307100772857666
6912,2.429929733276367
7168,2.495209217071533
7315,1.937131404876709
7571,2.0684609413146973
7827,2.0858469009399414
8083,1.784210205078125
8339,1.7915472984313965
8595,1.8720943927764893
8851,1.8344982862472534
9107,2.043198823928833
9363,1.9014499187469482
9619,1.7488901615142822
9875,1.708162546157837
10131,1.709333896636963
10387,1.7690248489379883
10643,1.733321189880371
10899,1.8718129396438599
11155,1.567283272743225
11411,1.7167495489120483
11667,1.823715090751648
11923,1.5119163990020752
12179,1.7426549196243286
12435,1.6998904943466187
12691,1.664138674736023
12947,1.846799373626709
13203,1.6538511514663696
13459,1.7131491899490356
13715,1.4974979162216187
13971,1.827131748199463
14227,1.5571208000183105
14483,1.6009434461593628
14630,1.291944980621338
14886,1.0924333333969116
15142,1.1225641965866089
15398,1.1974512338638306
15654,1.0584913492202759
15910,1.0136810541152954
16166,1.0622780323028564
16422,1.1123005151748657
16678,0.9911648631095886
16934,0.9364306330680847
17190,1.0456302165985107
17446,1.1284594535827637
17702,1.0659068822860718
17958,0.9732694029808044
18214,1.1014515161514282
18470,0.9456716775894165
18726,0.8745875954627991
18982,1.0419894456863403
19238,1.1801635026931763
19494,0.8226743936538696
19750,0.8719519376754761
20006,0.8883926868438721
20262,1.0092695951461792
20518,0.9349161386489868
20774,1.0597645044326782
21030,0.8973075151443481
21286,1.0430951118469238
21542,0.86552894115448
21798,1.0364595651626587
21945,0.6279686689376831
22201,0.5713173747062683
22457,0.5461739897727966
22713,0.6639724373817444
22969,0.3992481231689453
23225,0.5318025946617126
23481,0.49167385697364807
23737,0.6520654559135437
23993,0.5425100326538086
24249,0.571702241897583
24505,0.542847752571106
24761,0.49111461639404297
25017,0.3929530084133148
25273,0.5654343962669373
25529,0.5886552929878235
25785,0.48097988963127136
26041,0.4544890224933624
26297,0.5166499614715576
26553,0.4959965646266937
26809,0.5290222764015198
27065,0.4469558298587799
27321,0.4552665054798126
27577,0.5007874965667725
27833,0.48931702971458435
28089,0.3967546820640564
28345,0.41690006852149963
28601,0.48986971378326416
