images_seen,value
0,4.701431751251221
256,4.305126190185547
512,3.737863302230835
768,3.6066529750823975
1024,3.6853671073913574
1280,3.535759210586548
1536,3.324307441711426
1792,3.4829752445220947
2048,3.232189893722534
2304,3.1494202613830566
2560,3.128828525543213
2816,2.907270669937134
3072,3.2425215244293213
3328,3.02030873298645
3584,2.95410418510437
3840,2.920088529586792
4096,2.787221908569336
4352,3.067762613296509
4608,2.8764021396636963
4864,3.018434524536133
5120,2.862802028656006
5376,2.7298264503479004
5632,3.029202699661255
5888,2.7041432857513428
6144,2.735846519470215
6400,2.727642059326172
6656,2.646768569946289
6912,2.5861599445343018
7168,2.7693698406219482
7315,2.2756266593933105
7571,2.487804651260376
7827,2.239325761795044
8083,2.345886707305908
8339,2.499368906021118
8595,2.486722946166992
8851,2.271254777908325
9107,2.2282416820526123
9363,2.4024016857147217
9619,2.3065316677093506
9875,2.275801658630371
10131,2.3261189460754395
10387,2.2663490772247314
10643,2.339326858520508
10899,2.177987813949585
11155,2.270090341567993
11411,2.1051902770996094
11667,2.063711643218994
11923,2.330120325088501
12179,2.2639880180358887
12435,2.132279634475708
12691,2.205665349960327
12947,2.0166032314300537
13203,2.2389426231384277
13459,2.096041679382324
13715,2.081995964050293
13971,2.3051629066467285
14227,2.3138344287872314
14483,2.282545328140259
14630,1.7840907573699951
14886,1.9264304637908936
15142,2.07509708404541
15398,1.8771250247955322
15654,1.848873496055603
15910,1.779556393623352
16166,1.9944894313812256
16422,1.7953405380249023
16678,1.926560640335083
16934,1.880246639251709
17190,1.7438603639602661
17446,1.769822120666504
17702,1.829643726348877
17958,1.8563201427459717
18214,1.6078746318817139
18470,1.8360611200332642
18726,1.7584277391433716
18982,1.6586239337921143
19238,1.8124663829803467
19494,1.5820519924163818
19750,1.8309097290039062
20006,1.7770371437072754
20262,1.6934587955474854
20518,1.753940224647522
20774,1.8746824264526367
21030,1.691414713859558
21286,1.6107292175292969
21542,1.7825849056243896
21798,1.434989094734192
21945,1.4900448322296143
22201,1.3726485967636108
22457,1.5045095682144165
22713,1.77436101436615
22969,1.4314450025558472
23225,1.4616844654083252
23481,1.5985409021377563
23737,1.52216374874115
23993,1.608139157295227
24249,1.5873924493789673
24505,1.2841315269470215
24761,1.194766640663147
25017,1.4614841938018799
25273,1.405727505683899
25529,1.455927848815918
25785,1.6177382469177246
26041,1.4937710762023926
26297,1.366154670715332
26553,1.5181289911270142
26809,1.5590051412582397
27065,1.3940536975860596
27321,1.4499766826629639
27577,1.7706469297409058
27833,1.3698259592056274
28089,1.3279601335525513
28345,1.399688482284546
28601,1.430069088935852
28857,1.248116374015808
29113,1.4716861248016357
29260,1.2159628868103027
29516,1.3152709007263184
29772,1.1780622005462646
30028,1.252886414527893
30284,1.2400822639465332
30540,1.1225051879882812
30796,1.1869908571243286
31052,1.3362101316452026
31308,1.4217143058776855
31564,1.127386212348938
31820,1.1450315713882446
32076,1.1556713581085205
32332,1.2219579219818115
32588,1.2563931941986084
32844,1.199851393699646
33100,1.348862648010254
33356,1.2123702764511108
33612,1.1586391925811768
33868,1.1991841793060303
34124,1.0499018430709839
34380,1.1063871383666992
34636,1.1661558151245117
34892,1.0681209564208984
35148,1.2049437761306763
35404,1.1563225984573364
35660,1.0659812688827515
35916,1.2833830118179321
36172,1.1640905141830444
